refdes	footprint	value	mfg	mfg_PN	vendor	vendor_PN	price	documentation	source	comment	
P701	CON-SIL-254P-8N____.fp	unknown	MPE Garry	088-1-008-0-S-XS0-1080	Conrad	733919	0.29	unknown	unknown	unknown	
C755	CAPC3216N____.fp	100nF	Yageo	CC1206KRX7R9BB104	Conrad	445273	0.14	unknown	unknown	unknown	
C754	CAPC3216N____.fp	100nF	Yageo	CC1206KRX7R9BB104	Conrad	445273	0.14	unknown	unknown	unknown	
C757	CAPC3216N____.fp	100nF	Yageo	CC1206KRX7R9BB104	Conrad	445273	0.14	unknown	unknown	unknown	
C756	CAPC3216N____.fp	100nF	Yageo	CC1206KRX7R9BB104	Conrad	445273	0.14	unknown	unknown	unknown	
C759	CAPC3216N____.fp	100nF	Yageo	CC1206KRX7R9BB104	Conrad	445273	0.14	unknown	unknown	unknown	
C758	CAPC3216N____.fp	100nF	Yageo	CC1206KRX7R9BB104	Conrad	445273	0.14	unknown	unknown	unknown	
C708	CAPC3216N____.fp	100nF	Yageo	CC1206KRX7R9BB104	Conrad	445273	0.14	unknown	unknown	unknown	
C709	CAPC3216N____.fp	100nF	Yageo	CC1206KRX7R9BB104	Conrad	445273	0.14	unknown	unknown	unknown	
C707	CAPC3216N____.fp	100nF	Yageo	CC1206KRX7R9BB104	Conrad	445273	0.14	unknown	unknown	unknown	
C706	CAPC3216N____.fp	100nF	Yageo	CC1206KRX7R9BB104	Conrad	445273	0.14	unknown	unknown	unknown	
C704	CAPC3216N____.fp	100nF	Yageo	CC1206KRX7R9BB104	Conrad	445273	0.14	unknown	unknown	unknown	
C705	CAPC3216N____.fp	100nF	Yageo	CC1206KRX7R9BB104	Conrad	445273	0.14	unknown	unknown	unknown	
U753	SOIC127P600X155-8N____.fp	CA3140M	Harris	CA3140M	Conrad	142107	1.59	unknown	unknown	unknown	
U752	SOIC127P600X155-8N____.fp	CA3140M	Harris	CA3140M	Conrad	142107	1.59	unknown	unknown	unknown	
U751	SOIC127P600X155-8N____.fp	CA3140M	Harris	CA3140M	Conrad	142107	1.59	unknown	unknown	unknown	
U703	SOIC127P600X155-8N____.fp	CA3140M	Harris	CA3140M	Conrad	142107	1.59	unknown	unknown	unknown	
U702	SOIC127P600X155-8N____.fp	CA3140M	Harris	CA3140M	Conrad	142107	1.59	unknown	unknown	unknown	
U701	SOIC127P600X155-8N____.fp	CA3140M	Harris	CA3140M	Conrad	142107	1.59	unknown	unknown	unknown	
R754	TRIM_Panasonic_EVM1D__.fp	5k	Panasonic	EVM1D	Conrad	421028	0.63	unknown	unknown	unknown	
R753	RESC3216N____.fp	2k2	Yageo	RC1206JR-072k2L	Conrad	402583	0.10	unknown	unknown	unknown	
R755	RESC3216N____.fp	100k	Yageo	RC1206JR-07100kL	Conrad	402788	0.10	unknown	unknown	unknown	
R756	RESC3216N____.fp	82k	Yageo	RC1206JR-0782kL	Conrad	402770	0.10	unknown	unknown	unknown	
C752	CAPC3216N____.fp	22nF	Yageo	CC1206KRX7R9BB223	Conrad	445474	0.14	unknown	unknown	unknown	
C751	CAPC3216N____.fp	22nF	Yageo	CC1206KRX7R9BB223	Conrad	445474	0.14	unknown	unknown	unknown	
R752	RESC3216N____.fp	8k2	Yageo	RC1206JR-078k2L	Conrad	402656	0.10	unknown	unknown	unknown	
R751	RESC3216N____.fp	10k	Yageo	RC1206JR-0710kL	Conrad	402664	0.10	unknown	unknown	unknown	
C703	CAPAE400X530N____.fp	1uF/50V	Samwha	RC1H105M04005VR	Conrad	421551	0.15	unknown	unknown	unknown	
